Year,"Major area, region, country or area of destination",0-4,9-May,14-Oct, 15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75+,Total
2010,Georgia,"1,106","1,428","1,589","1,890","2,036","2,576","2,647","2,557","2,601","2,542","2,998","2,544","3,255","2,972","2,604","5,717","41,062"
2010,Iraq,"1,154","2,932","3,720","5,462","6,216","5,853","4,505","3,464","2,619","2,253","1,885","1,689","1,248",691,290,443,"44,424"
2010,Israel,"10,731","22,442","30,897","40,243","46,848","49,845","55,906","62,213","72,171","86,017","92,462","88,609","84,807","79,798","83,510","153,764","1,060,263"
2010,Jordan,"223,596","177,393","129,010","108,456","117,626","105,475","93,793","82,798","70,350","54,488","45,556","41,333","33,102","24,305","14,763","16,626","1,338,670"
2010,Kuwait,"55,531","47,422","42,721","40,720","48,510","82,328","79,951","57,247","46,367","27,727","15,756","6,757","4,990","1,204","1,793","2,699","561,723"
2010,Lebanon,"69,071","38,206","35,475","23,358","28,204","27,068","28,913","29,958","27,931","23,778","19,380","15,866","10,723","5,590","3,976","5,800","393,297"
2010,Oman,"12,549","10,946","8,149","5,179","13,099","23,875","26,127","22,534","14,817","9,001","5,375","2,683","1,468",728,452,493,"157,475"
2010,Qatar,"20,429","19,218","13,072","10,728","33,528","37,951","40,062","27,448","19,059","11,565","6,273","6,467","2,468",977,393,204,"249,842"
2010,Saudi Arabia,"283,621","264,481","219,371","162,226","177,397","316,901","358,649","301,576","171,152","97,899","59,286","34,477","18,668","11,308","9,277","10,386","2,496,675"
2010,State of Palestine,"1,897","3,299","10,450","16,628","18,570","17,921","14,234","10,612","7,005","5,589","4,346","4,866","5,149","5,149","7,312","10,317","143,344"
2010,Syrian Arab Republic,"50,091","42,733","36,667","35,352","83,934","127,473","150,603","120,401","90,931","61,009","37,986","21,853","8,078","3,088","1,844","1,316","873,359"
2010,Turkey,"16,199","18,593","21,789","31,259","48,758","67,067","83,650","86,621","55,935","44,992","43,792","49,787","45,333","35,663","31,869","59,767","741,074"
2010,United Arab Emirates,"183,898","154,963","128,999","119,997","213,056","287,095","248,389","197,357","138,012","93,517","47,788","19,680","10,874","4,474","2,102","2,895","1,853,096"
2010,Yemen,"17,448","9,728","7,960","8,071","9,926","12,208","13,764","12,268","9,867","8,115","6,473","4,809","3,942","2,764","1,947","1,837","131,127"
2010,EUROPE,"395,410","683,535","965,406","1,420,506","2,476,735","3,427,882","3,707,900","3,666,834","3,475,728","3,300,445","2,997,338","2,609,690","2,127,910","1,651,041","1,411,623","2,341,266","36,659,671"
2010,Eastern Europe,"91,329","107,228","175,944","357,615","618,594","730,404","762,446","806,557","860,847","947,733","957,091","879,900","782,052","638,513","551,742","821,711","10,089,706"
2010,Belarus,"1,729","2,711","5,470","16,387","30,550","31,983","34,204","41,522","52,288","66,921","65,382","57,933","48,079","44,008","29,810","62,017","590,994"
2010,Bulgaria,"1,605","1,520",991,"1,504","2,572","2,556","2,631","2,598","2,515","3,188","4,147","3,844","2,747","2,062","3,162","4,804","42,446"
2010,Czechia,"1,306","2,901","4,086","7,311","17,660","25,472","25,521","21,083","15,561","13,960","10,556","7,477","3,898","1,883","1,574","2,084","162,333"
2010,Hungary,"3,903","5,035","5,404","7,783","16,420","19,067","21,059","21,813","19,585","14,348","14,976","12,982","13,534","14,354","11,934","24,207","226,404"
2010,Poland,"13,851","6,422","5,454","7,217","6,135","6,431","7,514","6,657","5,569","5,056","8,347","10,500","22,569","73,008","64,498","130,926","380,154"
2010,Republic of Moldova,"4,468","3,888","2,097","1,408","2,775","4,032","4,201","4,160","4,816","6,831","9,330","10,837","9,917","7,582","7,441","13,344","97,127"
2010,Romania,"11,509","2,699","1,687","2,524","3,873","4,295","3,725","3,131","2,402","1,896","1,617","2,731","5,388","7,686","7,968","21,134","84,265"
2010,Russian Federation,"37,144","63,178","115,075","236,647","411,071","481,786","493,266","504,989","509,799","546,763","545,848","490,281","416,974","262,553","218,435","346,500","5,680,309"
2010,Slovakia,"3,538","1,975","1,070","1,252","2,511","3,007","3,438","4,153","5,014","5,980","6,214","7,298","10,551","7,254","6,091","10,035","79,381"
2010,Ukraine,"12,276","16,899","34,610","75,582","125,027","151,775","166,887","196,451","243,298","282,790","290,674","276,017","248,395","218,123","200,829","206,660","2,746,293"
2010,Northern Europe,"94,566","172,688","207,073","254,413","469,299","727,545","711,467","598,605","528,050","471,015","410,636","349,247","284,663","226,843","219,572","408,666","6,134,348"
2010,Channel Islands,277,537,910,"1,604","2,312","3,252","3,951","4,241","4,233","3,971","3,602","3,317","2,717","1,880","1,196","2,599","40,599"
2010,Denmark,"4,159","6,849","9,319","13,208","26,835","32,385","30,194","28,544","26,194","22,127","17,212","13,023","10,102","7,748","5,743","9,881","263,523"
2010,Estonia,815,776,608,833,"2,134","3,124","3,820","4,528","6,529","10,935","14,425","14,663","13,023","11,571","16,463","25,999","130,246"
2010,Faeroe Islands,134,248,338,199,113,143,177,186,204,192,121,89,90,63,46,53,"2,396"
2010,Finland,"2,212","4,693","4,920","6,244","11,243","15,534","16,240","14,259","12,482","10,010","8,083","5,788","3,295","1,944","1,980","3,819","122,746"
2010,Iceland,528,"1,035","1,045","1,084","2,135","2,754","2,232","1,722","1,366","1,114",824,533,309,220,204,367,"17,472"
2010,Ireland,"12,718","21,128","22,984","17,480","37,731","48,709","49,718","41,745","30,929","20,160","16,887","14,212","11,107","7,958","6,320","10,316","370,102"
2010,Isle of Man,204,395,590,840,"1,426","1,856","1,887","1,865","1,866","1,717","1,709","1,449","1,454","1,187","1,201","2,440","22,086"
2010,Latvia,807,504,489,960,"2,170","3,470","4,252","6,105","10,308","16,392","20,719","21,200","19,779","18,244","24,550","39,162","189,111"
2010,Lithuania,"1,434","1,076",609,861,"1,482","2,218","2,842","3,523","5,416","8,910","12,364","10,303","7,885","6,037","10,048","16,158","91,166"
2010,Norway,"5,564","10,391","11,852","13,464","21,307","33,411","33,842","30,107","25,697","20,687","15,457","11,024","8,225","5,912","3,984","7,370","258,294"
2010,Sweden,"7,957","17,303","21,253","27,457","47,038","64,283","65,315","64,289","62,617","58,911","52,383","46,843","42,286","30,722","27,903","52,650","689,210"
2010,United Kingdom,"57,757","107,753","132,156","170,179","313,373","516,406","496,997","397,491","340,209","295,889","246,850","206,803","164,391","133,357","119,934","237,852","3,937,397"
2010,Southern Europe,"97,767","209,700","315,479","426,379","641,779","916,342","1,055,258","1,031,088","898,086","724,784","567,996","426,223","313,807","227,386","193,750","286,704","8,332,950"
2010,Albania,"4,612","4,298","3,424","2,496","2,613","1,112",963,551,449,408,480,421,365,629,983,"2,079","25,883"
2010,Andorra,208,441,586,653,987,"1,909","2,567","2,628","2,563","2,603","2,349","1,874","1,567","1,152",780,"1,700","24,567"
2010,Bosnia and Herzegovina,844,826,796,879,"1,374","1,932","2,273","2,269","1,938","1,567","1,294","1,104",975,841,720,656,"20,288"
2010,Croatia,"1,254","2,771","5,122","9,181","14,367","16,627","19,426","25,201","26,677","30,055","30,349","28,034","24,812","19,112","21,288","30,506","304,782"
2010,Gibraltar,459,409,359,287,372,511,603,556,467,360,282,214,149,74,36,60,"5,198"
2010,Greece,"5,869","11,709","20,894","34,532","56,869","70,942","81,340","91,354","78,728","61,879","49,358","36,629","24,373","15,441","12,697","27,804","680,418"
2010,Holy See,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,417
2010,Italy,"43,264","76,034","113,902","177,717","250,730","347,024","403,646","404,749","364,187","294,232","220,856","149,473","92,944","62,366","46,934","75,951","3,124,009"
2010,Malta,288,344,428,646,"1,319","1,738","1,811","1,765","1,900","1,313","1,002",786,812,618,437,683,"15,890"
2010,Montenegro,587,787,"1,227","1,815","2,520","3,485","4,529","4,343","4,135","4,035","4,206","4,267","3,990","1,976","2,447","2,522","46,871"
2010,Portugal,"2,272","7,032","13,298","19,929","25,405","41,132","61,758","69,375","48,786","30,722","23,155","14,808","11,006","8,703","4,883","9,025","391,289"
2010,San Marino,66,78,100,131,178,217,254,262,239,188,123,60,21,17,11,19,"1,964"
2010,Serbia,"1,867","2,954","3,958","9,324","18,386","22,696","27,300","33,327","33,361","38,133","44,193","49,812","44,306","30,840","41,436","59,519","461,412"
2010,Slovenia,"1,390","1,813","2,138","2,403","4,213","6,237","7,703","8,930","10,894","13,564","14,064","11,322","7,676","7,042","5,273","7,839","112,501"
2010,Spain,"32,051","97,616","147,100","164,762","260,892","398,340","437,373","381,187","318,239","239,204","169,094","119,676","92,641","70,783","49,378","63,491","3,041,827"
2010,TFYR Macedonia,"2,736","2,588","2,147","1,624","1,554","2,440","3,712","4,591","5,523","6,521","7,191","7,743","8,170","7,792","6,447","4,855","75,634"
2010,Western Europe,"111,748","193,919","266,910","382,099","747,063","1,053,591","1,178,729","1,230,584","1,188,745","1,156,913","1,061,615","954,320","747,388","558,299","446,559","824,185","12,102,667"
2010,Austria,"5,916","12,909","17,386","22,932","49,571","63,837","66,216","71,886","67,518","55,407","48,096","45,157","34,372","33,713","23,125","49,033","667,074"
2010,Belgium,"28,657","23,833","22,242","22,687","40,969","58,672","58,915","54,640","48,856","40,860","33,393","28,035","24,158","17,953","16,355","30,683","550,908"
2010,France,"38,144","68,339","89,481","110,008","197,983","257,060","292,982","305,811","313,530","337,468","348,008","331,463","266,190","203,518","158,413","369,155","3,687,553"
2010,Germany,"16,750","47,367","81,769","152,794","319,004","466,924","523,619","553,492","522,614","501,015","448,678","403,598","306,655","214,538","168,147","236,610","4,963,574"
2010,Liechtenstein,404,391,397,449,661,992,"1,111","1,220","1,186","1,078",878,734,597,517,310,550,"11,475"
2010,Luxembourg,"1,793","3,514","5,032","5,300","7,578","12,544","13,658","13,264","12,781","11,508","10,141","7,310","5,512","3,653","3,048","6,123","122,759"
2010,Monaco,188,250,291,281,293,340,478,697,871,931,908,899,949,915,811,"1,705","10,807"
2010,Netherlands,"9,886","17,161","23,875","33,914","67,683","93,221","101,287","111,864","101,738","92,437","76,788","63,946","49,231","34,433","26,589","47,193","951,246"
2010,Switzerland,"10,010","20,155","26,437","33,734","63,321","100,001","120,463","117,710","119,651","116,209","94,725","73,178","59,724","49,059","49,761","83,133","1,137,271"
2010,LATIN AMERICA AND THE CARIBBEAN,"232,306","263,782","235,474","239,640","300,706","352,319","359,182","344,466","312,478","279,592","269,697","228,602","199,454","155,421","121,248","257,513","4,151,880"
2010,Caribbean,"23,554","28,701","33,688","43,097","64,607","73,430","70,993","65,505","58,274","50,939","43,065","31,355","24,884","16,365","11,888","20,478","660,823"
2010,Anguilla,206,177,153,161,212,262,305,308,251,185,137,109,91,36,43,52,"2,688"
2010,Antigua and Barbuda,411,535,728,943,"1,223","1,472","1,548","1,690","1,716","1,519","1,062",620,422,264,171,300,"14,624"
2010,Aruba,327,436,574,806,"1,318","1,895","2,019","2,152","2,333","2,211","1,619","1,133",782,482,355,574,"19,016"
2010,Bahamas,856,531,659,"1,205","2,118","3,109","3,326","3,455","2,984","1,820","1,736","1,360","1,255","1,030",540,874,"26,858"
2010,Barbados,577,701,867,814,918,"1,280","1,549","1,712","1,784","1,763","1,546","1,189","1,018",779,546,"1,036","18,079"
2010,British Virgin Islands,287,320,371,490,687,819,919,909,955,913,635,502,309,235,143,165,"8,659"
2010,Caribbean Netherlands,109,266,313,329,304,330,312,618,694,656,572,446,366,268,213,119,"5,915"
2010,Cayman Islands,397,539,471,626,"1,277","1,278","1,243","1,162","1,095",999,853,630,381,313,232,249,"11,745"
2010,Cuba,112,143,212,233,464,669,723,701,732,737,651,523,442,370,317,"1,178","8,207"
2010,Curaçao,349,848,"1,003","1,052",971,"1,055","1,649","1,971","2,214","2,094","1,825","1,423","1,171",856,680,"1,271","20,432"
2010,Dominica,299,314,295,285,266,236,205,170,137,106,90,71,67,65,62,70,"2,738"
2010,Dominican Republic,"8,184","8,600","10,331","15,991","26,657","26,485","17,494","11,802","8,628","5,872","4,653","2,948","2,637","1,571","1,271","1,854","154,978"
2010,Grenada,290,244,202,210,305,414,347,251,232,242,185,160,125,98,74,138,"3,517"
2010,Guadeloupe,"1,689","3,325","3,879","4,203","3,997","5,203","6,172","6,056","5,168","4,158","3,122","2,000","1,400",792,454,556,"52,174"
2010,Haiti,"1,088",864,707,865,"1,131","1,391","1,534","1,429","1,272","1,175","1,028",840,665,463,245,245,"14,942"
2010,Jamaica,"1,066",906,883,886,706,668,814,956,931,863,598,555,392,331,338,760,"11,653"
2010,Martinique,995,"1,724","2,538","2,987","2,875","3,141","3,433","3,536","3,062","2,573","2,041","1,531","1,050",721,569,469,"33,245"
2010,Montserrat,53,47,30,30,39,55,62,64,56,51,45,25,14,11,8,30,620
2010,Puerto Rico,"2,645","3,670","4,655","6,073","14,162","17,950","20,665","19,519","16,796","15,404","12,987","8,685","7,172","3,772","2,650","5,225","162,030"
2010,Saint Kitts and Nevis,273,284,323,299,271,294,316,299,256,211,162,122,94,78,67,90,"3,439"
2010,Saint Lucia,375,408,495,527,432,504,603,568,513,389,286,189,191,150,125,239,"5,994"
2010,Saint Vincent and the Grenadines,215,221,240,242,207,167,157,167,161,136,106,80,59,46,41,50,"2,295"
2010,Sint Maarten (Dutch part),488,745,961,"1,089",942,"1,015","1,192","1,367","1,423","1,287","1,047",837,570,303,160,204,"13,630"
2010,Trinidad and Tobago,"1,146","1,424","1,219","1,095","1,226","1,389","1,777","1,704","1,603","1,863","2,118","1,840","1,358","1,244","1,421","2,647","25,074"
2010,Turks and Caicos Islands,579,606,605,589,644,771,848,842,764,672,533,404,250,78,62,62,"8,309"
2010,United States Virgin Islands,538,823,974,"1,067","1,255","1,578","1,781","2,097","2,514","3,040","3,428","3,133","2,603","2,009","1,101","2,021","29,962"
2010,Central America,"112,485","119,890","77,766","69,410","62,034","67,381","69,766","64,206","53,794","44,574","36,117","27,584","22,374","15,581","11,280","21,245","875,487"
2010,Belize,550,662,880,"1,342","2,074","2,674","2,903","2,706","2,243","1,867","1,535","1,161",840,566,396,502,"22,901"
2010,Costa Rica,"3,446","4,225","7,042","11,733","18,532","23,665","26,553","25,971","22,702","18,666","14,650","10,683","7,432","5,176","3,625","5,430","209,531"
2010,El Salvador,965,867,"1,151","1,662","2,376","2,635","2,094","1,766","1,717","1,529","1,205",845,662,524,384,794,"21,176"
2010,Guatemala,"1,916","1,552","1,654","2,016","2,877","3,945","4,512","4,363","3,718","2,828","1,977","1,345","1,006",767,471,520,"35,467"
2010,Honduras,840,722,873,"1,160","1,466","1,464","1,309","1,114",912,766,623,524,432,337,205,235,"12,982"
2010,Mexico,"101,518","107,455","61,068","44,830","25,991","23,391","22,845","19,204","14,095","11,421","10,047","8,224","8,138","5,564","4,268","10,788","478,847"
2010,Nicaragua,"1,862","2,105","2,090","2,739","2,500","1,163",901,852,825,741,644,538,413,311,232,289,"18,205"
2010,Panama,"1,388","2,302","3,008","3,928","6,218","8,444","8,649","8,230","7,582","6,756","5,436","4,264","3,451","2,336","1,699","2,687","76,378"
2010,South America,"96,267","115,191","124,020","127,133","174,065","211,508","218,423","214,755","200,410","184,079","190,515","169,663","152,196","123,475","98,080","215,790","2,615,570"
2010,Argentina,"12,587","22,730","32,156","35,661","55,215","71,126","78,064","77,274","73,568","70,798","88,296","76,489","68,771","55,685","45,879","109,962","974,261"
2010,Bolivia (Plurinational State of),"8,302","6,984","4,963","5,067","5,664","4,946","3,931","3,663","3,239","2,961","2,393","1,829","1,465","1,084",761,"1,214","58,466"
2010,Brazil,"7,728","8,730","9,511","10,345","12,728","15,247","13,357","12,978","12,279","11,144","14,361","19,647","23,104","19,655","19,812","62,060","272,686"
2010,Chile,"10,833","10,419","11,736","12,694","21,133","25,662","24,352","21,676","16,134","10,493","7,119","5,525","5,121","2,622","2,744","7,094","195,357"
2010,Colombia,"6,335","5,480","6,375","6,510","6,090","5,271","4,018","3,407","2,850","2,430","2,186","1,954","1,688","1,359",991,"1,705","58,649"
2010,Ecuador,"15,106","20,623","17,354","15,133","14,438","14,915","12,612","11,302","8,653","7,214","5,536","4,445","3,497","2,364","1,688","2,713","157,593"
2010,Falkland Islands (Malvinas),40,37,33,44,57,68,74,72,60,45,30,20,16,10,5,18,629
2010,French Guiana,"1,210","2,161","2,829","3,277","4,075","6,034","6,041","5,809","4,869","4,149","3,308","2,412","1,404",786,593,767,"49,724"
2010,Guyana,437,342,423,587,798,835,682,513,367,285,232,188,159,110,67,78,"6,103"
2010,Paraguay,"2,788","3,467","4,410","5,226","6,375","7,264","7,866","7,744","7,033","6,067","4,883","4,065","3,125","2,451","1,689","2,452","76,905"
2010,Peru,"2,990","3,618","3,842","2,881","2,437","3,049","3,283","2,939","2,677","2,406","2,205","2,072","2,009","1,861","1,571","2,022","41,862"
2010,Suriname,"1,526","1,564","1,615","1,677","1,764","1,778","1,689","1,480","1,222",979,800,647,502,360,199,252,"18,054"
2010,Uruguay,"2,220","2,014","1,515","1,593","1,664","1,515","1,482","1,493","1,677","1,965","2,087","2,053","3,587","4,294","4,220","8,377","41,756"
2010,Venezuela (Bolivarian Republic of),"24,165","27,022","27,258","26,438","41,627","53,798","60,972","64,405","65,782","63,143","57,079","48,317","37,748","30,834","17,861","17,076","663,525"
2010,NORTHERN AMERICA,"223,781","586,911","865,459","1,213,837","1,594,557","2,261,258","2,465,274","2,513,582","2,563,181","2,426,269","2,102,502","1,787,783","1,602,111","1,136,642","996,133","1,687,065","26,026,345"
